Date,ALVO,AMRQ,ARION,BRIM,EIM,FESTI,HAGA,HAMP,ICEAIR,ISB,KVIKA,MAREL,SJOVA,SKAGI,SVN,OMXI15
2024-02-05,2140.0,129.0,153.0,84.0,442.0,202.5,81.0,149.0,1.285,115.0,17.0,500.0,44.4,18.1,103.0,2580.32
2024-02-06,2150.0,127.5,155.0,84.8,444.0,201.0,81.0,151.0,1.275,115.0,17.1,500.0,44.1,18.0,104.5,2589.51
2024-02-07,2170.0,127.5,154.5,85.0,450.0,203.0,81.0,150.0,1.275,114.5,17.15,497.0,44.35,18.2,103.5,2589.3
2024-02-08,2140.0,126.5,153.5,84.0,429.0,205.0,79.5,149.0,1.245,111.5,16.8,488.0,43.6,17.8,102.5,2549.43
2024-02-09,2180.0,124.0,155.0,85.2,425.0,205.0,80.5,150.0,1.275,114.0,17.15,500.0,45.0,18.3,102.5,2588.01
2024-02-12,2190.0,130.5,156.5,83.6,425.0,205.0,80.5,150.0,1.315,112.5,17.0,494.0,44.3,18.1,101.5,2581.09
2024-02-13,2190.0,132.0,155.5,82.4,425.0,201.0,79.0,148.0,1.29,110.0,16.7,493.0,43.2,17.8,99.4,2554.01
2024-02-14,2190.0,134.0,154.0,83.1,400.0,200.0,79.0,148.0,1.26,109.0,16.4,492.0,43.4,18.0,100.5,2542.05
2024-02-15,2230.0,134.0,153.5,83.8,403.0,202.0,80.0,151.0,1.265,110.25,16.425,492.0,43.8,18.0,103.5,2561.6
2024-02-16,2180.0,135.0,152.0,83.4,398.0,201.0,79.0,150.0,1.23,111.0,15.95,496.0,43.8,18.0,100.0,2541.12
2024-02-19,2240.0,134.0,152.75,83.4,396.0,201.0,79.0,157.0,1.21,109.5,16.0,499.0,43.75,17.9,100.25,2553.45
2024-02-20,2220.0,134.5,152.5,83.0,383.0,201.0,79.0,158.0,1.2,109.5,15.9,493.0,43.9,17.8,101.0,2541.16
2024-02-21,2200.0,135.0,153.0,82.6,372.0,201.0,79.0,155.0,1.21,110.0,16.0,493.0,43.5,17.6,99.4,2533.71
2024-02-22,2190.0,134.0,152.0,82.4,386.0,201.0,78.5,151.0,1.2,109.0,16.0,496.0,44.05,17.45,99.2,2529.03
2024-02-23,2200.0,134.0,155.0,82.8,383.0,202.0,78.0,152.0,1.21,112.0,16.05,489.0,44.1,17.55,99.2,2538.93
2024-02-26,2450.0,137.0,152.0,81.6,382.0,203.0,78.0,154.0,1.21,112.0,15.85,481.0,44.4,17.6,98.6,2557.48
2024-02-27,2260.0,135.25,150.0,80.6,363.0,198.5,74.5,146.0,1.16,107.0,15.55,483.0,43.6,17.2,96.6,2485.25
2024-02-28,2190.0,134.25,151.0,80.7,373.0,198.75,73.5,144.0,1.18,107.0,15.4,478.0,43.5,17.1,96.0,2470.29
2024-02-29,2170.0,139.0,153.5,79.6,385.0,198.0,76.0,145.0,1.17,106.5,15.5,476.0,43.9,18.0,94.6,2480.04
2024-03-01,2180.0,142.0,156.5,79.6,391.0,200.0,76.5,146.0,1.185,109.0,15.55,478.0,43.7,18.2,95.6,2504.28
2024-03-04,2200.0,143.0,156.0,79.2,387.0,200.5,76.0,147.0,1.175,106.5,15.75,470.0,43.8,18.3,95.2,2492.14
2024-03-05,2250.0,142.0,155.5,79.4,392.0,200.0,74.5,146.0,1.17,108.5,15.6,472.0,43.6,18.3,95.6,2500.06
2024-03-06,2190.0,145.0,154.0,79.4,392.0,194.0,74.0,146.0,1.13,108.5,15.6,474.0,43.5,18.2,96.8,2485.51
2024-03-07,2200.0,150.5,154.0,79.8,400.0,188.5,73.0,146.0,1.16,107.0,15.4,476.0,43.8,18.2,96.5,2485.15
2024-03-08,2200.0,148.5,156.0,79.8,384.0,192.5,74.5,146.0,1.18,107.5,15.2,470.0,41.6,18.3,96.8,2482.69
2024-03-11,2120.0,147.25,157.0,79.6,378.0,192.0,74.5,146.0,1.15,107.0,15.1,467.0,41.2,18.15,96.8,2463.61
2024-03-12,2120.0,146.0,157.5,79.6,376.0,191.5,73.0,147.0,1.155,112.0,15.15,474.0,41.2,18.15,96.4,2479.23
2024-03-13,2100.0,146.5,157.0,79.6,372.0,190.0,71.5,148.0,1.15,107.5,14.9,469.0,40.7,18.15,95.4,2451.82
2024-03-14,2090.0,147.5,147.0,79.4,379.0,192.0,74.0,149.0,1.16,109.0,15.05,474.0,41.0,18.2,95.8,
2024-03-15,2100.0,145.75,145.0,80.0,383.0,191.5,73.0,150.0,1.15,106.0,14.9,473.0,41.0,18.1,95.0,2431.44
2024-03-18,2100.0,145.5,146.5,80.0,383.0,191.5,73.0,143.0,1.155,106.0,15.55,473.0,41.0,18.1,95.5,2436.96
2024-03-19,2100.0,144.0,144.5,79.2,374.0,191.0,73.5,142.0,1.14,105.5,15.45,466.0,40.7,18.05,96.0,2418.74
2024-03-20,2090.0,142.5,143.5,79.4,367.0,187.5,73.0,138.0,1.1,106.0,15.0,467.0,40.6,17.65,94.8,2400.57
2024-03-21,2070.0,142.0,142.5,79.4,364.0,188.0,73.0,141.0,1.1,108.0,15.0,464.0,40.8,17.8,95.4,2399.89
2024-03-22,2060.0,143.0,145.0,77.4,367.0,190.0,73.0,143.0,1.1,103.0,15.15,459.0,40.6,17.4,93.6,2385.11
2024-03-25,1900.0,135.0,144.0,77.0,361.0,190.0,72.0,142.0,1.065,103.0,14.75,453.0,40.4,17.5,93.2,2341.04
